step,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11,dof_pos_0,dof_pos_1,dof_pos_2,dof_pos_3,dof_pos_4,dof_pos_5,dof_pos_6,dof_pos_7,dof_pos_8,dof_pos_9,dof_pos_10,dof_pos_11,dof_vel_0,dof_vel_1,dof_vel_2,dof_vel_3,dof_vel_4,dof_vel_5,dof_vel_6,dof_vel_7,dof_vel_8,dof_vel_9,dof_vel_10,dof_vel_11
10,-0.85017186,0.49993345,0.16926861,-0.030801341,0.018743562,-0.9993498,1.0,0.0,0.0,-0.053119645,-0.020610832,0.18564826,0.0014888048,-0.435826,0.1758724,0.18342473,0.09618965,-0.25970918,0.28089142,-0.32535344,0.13516685,-0.094543435,0.27667114,-0.1698205,-0.05956903,-0.16595757,-0.8764958,-0.087790065,0.3343325,-0.40441296,0.14254163,0.4320213,1.2192054,-0.48247457,-1.6046623,0.49757445,0.10107778,-4.258752e-05,0.33570704,-0.9499229,-1.3060368,1.255185,-0.46250695,-0.04945252,0.011499248,-200.0,200.0,3.8030465174929873,-91.07327850022305,-36.64095867131101,200.0,-200.0,200.0,-200.0,-200.0,200.0,-200.0,-0.053119645,-0.020610832,-0.61435175,1.6014888,-1.235826,0.1758724,0.18342473,0.09618965,-1.0597092,1.8808914,-1.1253535,0.13516685,-1.8908687,5.533423,-3.39641,-1.1913806,-3.3191514,-17.529915,-1.7558012,6.68665,-8.088259,2.8508327,8.640426,24.384108
11,-0.058578514,-0.043117616,0.9176192,-0.021844987,0.035654366,-0.9991254,1.0,0.0,0.0,-0.13707992,-0.004334017,0.16906655,0.0039339066,-0.36536974,0.10762094,0.10790426,0.14184721,-0.2948467,0.2786857,-0.23209637,0.2732588,-0.6574836,-0.07580157,-0.008859843,0.062111914,0.7214849,0.09762498,-0.6151123,0.14377044,0.016093595,-0.12903748,0.39860758,0.25849947,0.6329379,-0.63299286,0.23838045,-0.25318742,-0.96355015,0.9037,0.075076,-0.2836816,0.9985649,-0.33968884,-0.37218153,-0.81940484,-200.0,-200.0,200.0,-200.0,-34.48485244858148,-200.0,-90.52257370331483,-200.0,200.0,142.25221081737604,71.11650906990792,200.0,-0.13707992,-0.004334017,-0.63093346,1.6039339,-1.1653697,0.10762094,0.10790426,0.14184721,-1.0948467,1.8786857,-1.0320964,0.2732588,-13.149672,-1.5160315,-0.17719686,1.2422383,14.429698,1.9524996,-12.302246,2.8754086,0.32187188,-2.5807495,7.9721513,5.1699896
12,0.45916024,-0.4522735,0.25930804,-0.031675357,0.027214412,-0.9991276,1.0,0.0,0.0,-0.20836124,-0.044548463,0.18847716,-0.007834911,-0.3261301,0.23514906,0.04064792,0.13760257,-0.2559108,0.22312403,-0.24622864,0.22220851,-0.10874655,-0.3170086,0.11188578,0.054097433,-0.15492025,0.95366365,-0.11199697,-0.1599372,0.33601376,-0.40529594,-0.2671487,-0.6755821,1.162471,0.58869207,-0.9171489,-0.8207944,-1.2277813,0.42099524,1.2422785,0.35505396,-0.81412864,0.41567883,-0.7004307,-0.246941,200.0,-200.0,200.0,-200.0,6.695866467210067,-200.0,200.0,-200.0,-49.5018128948539,-200.0,-200.0,200.0,-0.20836124,-0.044548463,-0.61152285,1.5921651,-1.1261301,0.23514906,0.04064792,0.13760257,-1.0559108,1.823124,-1.0462286,0.22220851,-2.174931,-6.3401723,2.2377155,1.0819486,-3.098405,19.073273,-2.2399395,-3.198744,6.7202754,-8.105919,-5.3429737,-13.5116415
13,-0.2595345,0.15606731,-0.5068782,-0.03635648,0.02431993,-0.9990429,1.0,0.0,0.0,-0.16864812,-0.067501985,0.19638193,0.0015254021,-0.4516613,0.33321464,0.07729884,0.13065511,-0.23012441,0.17078197,-0.37795,0.04327575,0.4495964,0.046299357,-0.018087158,0.06518093,-0.99686736,0.4250481,0.42613506,0.061884373,-0.04081051,-0.14241754,-0.9137484,-0.9765302,-0.5816061,0.610735,-0.091712594,-0.24122025,-0.48875487,-0.43216315,-0.57157964,0.5442527,-0.061245028,1.3456588,-0.36077964,0.7903162,200.0,200.0,-200.0,200.0,-200.0,-200.0,200.0,200.0,-200.0,-200.0,-200.0,200.0,-0.16864812,-0.067501985,-0.6036181,1.6015254,-1.2516613,0.33321464,0.07729884,0.13065511,-1.0301244,1.770782,-1.17795,0.04327575,8.991928,0.9259871,-0.36174315,1.3036186,-19.937347,8.500962,8.522701,1.2376875,-0.8162102,-2.8483505,-18.274967,-19.530603
14,-0.74233586,0.13586982,-0.14296377,-0.030926568,0.04491286,-0.9985121,1.0,0.0,0.0,-0.13745797,-0.038796153,0.19282681,0.00032544136,-0.5640618,0.3077503,0.09639945,0.17735828,-0.23343438,0.15453887,-0.46384746,-0.048677787,-0.084703214,0.22428858,-0.01567234,-0.05379029,-0.16889192,-0.5808246,-0.17945178,0.37786624,0.010765601,-0.02946431,-0.0105072,-0.035994127,-0.5765631,-1.507109,0.15967132,-0.30153102,-0.14329185,-0.26974005,-0.60582656,-1.2532395,1.1240089,-0.11599005,0.9288619,0.93154365,-200.0,200.0,200.0,200.0,200.0,200.0,-200.0,200.0,-200.0,-200.0,200.0,-200.0,-0.13745797,-0.038796153,-0.6071732,1.6003255,-1.3640618,0.3077503,0.09639945,0.17735828,-1.0334344,1.7545389,-1.2638475,-0.048677787,-1.6940643,4.4857717,-0.31344676,-1.0758058,-3.3778384,-11.616492,-3.5890355,7.557325,0.21531202,-0.5892862,-0.210144,-0.71988255
15,-0.044960372,-0.038005963,0.432968,-0.028700454,0.05931099,-0.9978269,1.0,0.0,0.0,-0.22378333,-0.02654592,0.19522,-0.023306966,-0.49416894,0.1286182,0.0011754055,0.2270549,-0.19361109,0.11332166,-0.36078936,0.0523323,-0.6773023,-0.071718186,0.014654725,-0.14844747,0.68972224,-0.8750863,-0.72357076,0.1401944,0.35525805,-0.3464917,0.9470162,0.9473495,0.56007403,-0.47309554,-0.3384214,-0.015006885,-0.9959445,0.9461559,0.31414497,-0.47793013,-0.8228302,-0.60201675,-1.0246717,-0.40679663,-200.0,-200.0,200.0,-153.4701197096382,200.0,200.0,-85.56014134001077,-200.0,-87.04060612791031,-200.0,62.97448584027927,76.61125168267279,-0.22378333,-0.02654592,-0.60478,1.576693,-1.294169,0.1286182,0.0011754055,0.2270549,-0.9936111,1.7133217,-1.1607894,0.0523323,-13.546046,-1.4343637,0.2930945,-2.9689493,13.794444,-17.501726,-14.4714155,2.803888,7.1051607,-6.929834,18.940323,18.94699
16,0.6209325,0.39141053,-0.20594642,-0.019249396,0.046979297,-0.9987104,1.0,0.0,0.0,-0.2991937,-0.0593719,0.15995651,-0.01811266,-0.45220643,0.075724356,-0.07139145,0.21623793,-0.16057062,0.052871704,-0.27671796,0.12393858,-0.13110058,-0.24859138,-0.29168722,0.09829218,-0.1896676,0.22714381,-0.06921512,-0.20219724,-0.08793266,-0.0577767,-0.013758904,-0.23285304,0.94255745,0.44641837,1.412459,0.6205078,-0.48281413,0.7476013,0.65382,-0.07734101,0.04481403,0.56220514,-0.5857043,-0.5200824,200.0,-200.0,-200.0,-200.0,-200.0,-200.0,200.0,-200.0,-200.0,-198.76359280262923,-200.0,200.0,-0.2991937,-0.0593719,-0.6400435,1.5818874,-1.2522064,0.075724356,-0.07139145,0.21623793,-0.96057063,1.6528717,-1.076718,0.12393858,-2.6220117,-4.9718275,-5.833744,1.9658436,-3.793352,4.5428762,-1.3843024,-4.043945,-1.7586532,-1.155534,-0.27517807,-4.6570606
17,0.46572962,-0.20167491,-0.92971766,-0.017577056,0.025189659,-0.99952817,1.0,0.0,0.0,-0.2553203,-0.10216152,0.121963024,0.015172362,-0.46521097,0.22477345,-0.024665717,0.16503608,-0.16440815,0.059577823,-0.35920542,-0.022643724,0.50507253,-0.18763463,-0.09825305,0.22254904,-0.04158419,1.075759,0.48756266,-0.30231416,0.039934408,0.10592879,-0.49392292,-1.0295414,-0.11496406,0.5171456,1.0207078,-1.0765574,0.061308175,-0.43543494,-0.4399237,1.1983261,-0.07880126,0.23817542,-0.5159405,0.4129975,200.0,-200.0,200.0,200.0,38.35076480810119,-6.635132893568652,200.0,200.0,200.0,200.0,6.678825048354938,23.6998723018296,-0.2553203,-0.10216152,-0.678037,1.6151724,-1.265211,0.22477345,-0.024665717,0.16503608,-0.96440816,1.6595778,-1.1592054,-0.022643724,10.10145,-3.7526927,-1.965061,4.4509807,-0.83168375,21.51518,9.751253,-6.0462832,0.7986881,2.1185758,-9.878458,-20.590826
18,-0.20461877,-0.55011547,-0.32295182,-0.034550883,0.020742342,-0.99918765,1.0,0.0,0.0,-0.19445516,-0.11350791,0.14110208,0.023041248,-0.36992472,0.3308291,0.007837556,0.14268705,-0.14219093,0.097486734,-0.4162739,-0.12462228,0.20801826,0.059203178,0.24528702,-0.11019355,0.8535677,0.08668908,-0.0920564,0.038390394,0.15335046,0.23956242,-0.21809891,-0.0844089,-1.1317971,0.03706986,-0.7031582,-1.023138,-0.8185426,-0.9232812,-0.595976,0.5021668,-0.9157763,-0.42439833,0.32763374,1.1157473,-200.0,200.0,-12.94375166656647,58.51804184773047,20.077586953928716,200.0,-54.64953018491781,200.0,200.0,-200.0,80.6941490673388,-200.0,-0.19445516,-0.11350791,-0.65889794,1.6230413,-1.1699247,0.3308291,0.007837556,0.14268705,-0.94219095,1.6974868,-1.2162739,-0.12462228,4.160365,1.1840636,4.9057403,-2.203871,17.071354,1.7337815,-1.841128,0.76780784,3.067009,4.7912483,-4.361978,-1.6881781
19,-0.58776283,0.14783852,0.45190087,-0.040673926,0.038413253,-0.9984338,1.0,0.0,0.0,-0.21642171,-0.080859825,0.16615188,-0.004797697,-0.30400962,0.2304103,-0.067776054,0.17561652,-0.13155824,0.12843692,-0.35141104,-0.03800465,-0.36468968,0.2156683,0.016246488,-0.10666789,-0.086663805,-1.0168526,-0.61228913,0.25710854,-0.017540064,0.085519366,0.7693805,0.8563051,0.022079254,-0.8274424,-0.2283638,-0.231748,-1.029654,-0.028277762,0.88262945,-0.5165366,-0.24372682,-0.9967529,-0.18327641,0.008048363,-200.0,200.0,-200.0,-200.0,200.0,200.0,-200.0,39.16872347840231,-200.0,-200.0,-200.0,-200.0,-0.21642171,-0.080859825,-0.63384813,1.5952023,-1.1040096,0.2304103,-0.067776054,0.17561652,-0.93155825,1.728437,-1.151411,-0.03800465,-7.2937937,4.313366,0.32492974,-2.1333578,-1.7332761,-20.337051,-12.245783,5.142171,-0.35080126,1.7103872,15.3876095,17.126102
20,0.018581936,0.56384027,-0.19655174,-0.024160389,0.048779964,-0.9985173,1.0,0.0,0.0,-0.23727195,-0.059552368,0.15029305,-0.0114450455,-0.40365356,0.11483479,-0.12167335,0.19458559,-0.15040082,0.12416053,-0.26824766,0.0373537,0.11123266,0.017240653,-0.14688031,0.011773507,-0.8503647,-0.33542237,0.0012701899,-0.039157633,-0.13397047,-0.12170106,0.35539857,0.06892404,0.91632533,-0.7930654,0.9098637,0.58216065,-0.67451555,1.028876,0.2592696,-0.750144,0.20654282,-0.6308903,-1.0039506,-0.7032495,200.0,-200.0,77.67425330815712,-200.0,-200.0,-200.0,200.0,-200.0,-200.0,-200.0,-200.0,59.454433745911956,-0.23727195,-0.059552368,-0.64970696,1.588555,-1.2036536,0.11483479,-0.12167335,0.19458559,-0.9504008,1.7241606,-1.0682477,0.0373537,2.2246532,0.34481305,-2.937606,0.23547015,-17.007294,-6.708447,0.025403798,-0.78315264,-2.6794093,-2.4340212,7.107971,1.3784808
21,0.5449632,-0.09989359,-0.8427512,-0.017417157,0.036250137,-0.999191,1.0,0.0,0.0,-0.15109049,-0.08407088,0.13829446,0.0053424835,-0.5048569,0.15812887,-0.067064546,0.1542351,-0.13932943,0.06951094,-0.30512255,-0.052575298,0.69332314,-0.2367667,0.020584848,0.14366855,-0.37480178,0.66772527,0.50052595,-0.3347306,0.21594758,-0.40257487,-0.6253323,-0.8747026,-0.59395695,0.8357429,0.8754079,-0.16164298,0.004357755,-0.09601788,-0.39369506,1.0400208,0.1634669,0.5322641,-0.26755604,0.10429504,200.0,-200.0,200.0,-200.0,-200.0,-200.0,200.0,-200.0,200.0,200.0,37.71299049468888,200.0,-0.15109049,-0.08407088,-0.66170555,1.6053425,-1.3048569,0.15812887,-0.067064546,0.1542351,-0.93932945,1.669511,-1.1051226,-0.052575298,13.866463,-4.735334,0.41169694,2.873371,-7.4960356,13.354505,10.010519,-6.6946115,4.3189516,-8.051497,-12.506646,-17.494051
22,-0.04992132,-0.7737245,-0.29267877,-0.03691276,0.026741335,-0.9989606,1.0,0.0,0.0,-0.06771048,-0.10643916,0.188856,-0.0036268234,-0.47512192,0.18156953,-0.050091516,0.13766968,-0.08682805,0.045258164,-0.3365788,-0.12789397,0.19169742,-0.0021220564,0.43162498,-0.19669768,0.5770959,-0.3327371,-0.22733434,0.07944029,0.31130657,0.057909396,0.12044474,0.045261502,-1.1638031,0.37711942,-0.74609953,-0.02735205,-0.7285602,-0.76096046,-0.55527,0.50776356,-1.0358421,0.047116347,-0.17117143,0.81273973,-200.0,200.0,200.0,200.0,40.572614925424844,200.0,-200.0,200.0,200.0,-157.63231211102016,200.0,-200.0,-0.06771048,-0.10643916,-0.611144,1.5963732,-1.2751219,0.18156953,-0.050091516,0.13766968,-0.88682806,1.6452582,-1.1365788,-0.12789397,3.8339484,-0.042441126,8.6325,-3.9339535,11.541918,-6.654742,-4.5466866,1.5888057,6.226131,1.1581879,2.4088948,0.90523005
23,-0.5564019,-0.08970426,0.439626,-0.052264575,0.039599694,-0.9978478,1.0,0.0,0.0,-0.092516676,-0.0846009,0.23772454,-0.019606113,-0.46335882,0.006336148,-0.15160273,0.17908944,-0.049167693,0.059093356,-0.2822736,-0.015171947,-0.36967465,0.2020413,0.07599733,0.12812331,-0.32461196,-1.2219125,-0.72355866,0.316966,0.10941837,0.07041081,0.24834886,0.9881269,-0.036685005,-0.6637741,-0.5603521,-0.78126746,-0.93007845,0.35584465,0.9017328,-1.0509938,-0.67154217,-0.9601297,-0.16358095,-0.22035778,-152.14190109203287,200.0,-200.0,-92.83481003566595,-26.24605678053271,200.0,-200.0,200.0,-200.0,35.53963085542699,-200.0,-200.0,-0.092516676,-0.0846009,-0.56227547,1.5803939,-1.2633588,0.006336148,-0.15160273,0.17908944,-0.8491677,1.6590934,-1.0822736,-0.015171947,-7.3934927,4.040826,1.5199466,2.5624661,-6.492239,-24.43825,-14.471173,6.3393197,2.1883674,1.4082161,4.966977,19.762537
24,0.064249106,0.46991202,-0.15534008,-0.04320567,0.048513494,-0.9978876,1.0,0.0,0.0,-0.12168523,-0.06751842,0.23448461,-0.0027897358,-0.59190685,-0.124746546,-0.22186112,0.20940153,-0.05668938,0.06658971,-0.22302121,0.06388403,0.046333626,-0.0073998324,-0.09700852,0.054397352,-0.86649,-0.19129187,-0.05270321,0.02800853,-0.15579851,-0.005092175,0.144617,-0.066822305,0.8495938,-0.55797166,0.8266848,-0.6487937,-0.70591664,0.92191553,0.7310632,-0.63428235,0.15733236,-0.56193095,-0.21990903,-0.7129514,200.0,-200.0,-200.0,-200.0,-43.11258334095314,-200.0,172.01630987855097,-200.0,-200.0,-200.0,-200.0,200.0,-0.12168523,-0.06751842,-0.5655154,1.5972103,-1.3919069,-0.124746546,-0.22186112,0.20940153,-0.8566894,1.6665897,-1.0230212,0.06388403,0.9266725,-0.14799665,-1.9401703,1.087947,-17.3298,-3.8258374,-1.0540642,0.5601706,-3.1159701,-0.101843506,2.89234,-1.336446
