step,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-2.4866906e-06,-0.008722735,-2.4398057e-06,-3.0518413e-10,-5.3683747e-21,-1.0,0.0,0.0,0.0,6.607656e-08,4.4072568e-08,-0.00030988455,0.0007978678,-0.00041741133,-1.5394326e-07,-1.7305801e-07,-5.8943833e-08,-0.00030994415,0.000797987,-0.00041764975,1.0338282e-06,1.651914e-06,1.1018142e-06,-0.0077473386,0.019948069,-0.0104477815,-3.8485814e-06,-4.3264504e-06,-1.473596e-06,-0.007748369,0.01994983,-0.01045356,2.5845704e-05,0.30151504,0.46095988,-0.12478904,0.5313112,-0.4675581,0.26443666,0.06492249,0.413499,-0.1043924,-0.0018969513,-0.46951264,0.2709562,-4.335490335542994e-13,1.637947246946651e-13,0.0009424787559275671,0.0029955617288912606,-0.14198367658813105,-5.849543320324509e-12,2.491831419134814e-14,-7.021575521688578e-15,0.0009424787559275671,0.0029955617288912606,-0.14198367658813105,4.588981291300362e-13
1,0.02226394,-0.18493193,0.20520028,-0.0030385368,0.0047464767,-0.99998415,0.0,0.0,0.0,0.0061213183,0.008034262,-0.001211226,0.01526916,-0.034359276,0.0071851416,-0.012163326,0.0064798305,0.006128311,0.0077192783,-0.033646524,-0.0064003007,-0.12234799,-0.0024320132,0.08137034,-0.03529725,0.16084562,-0.23096243,-0.2266959,-0.0068317354,0.10872731,-0.04094946,0.086642615,-0.30804732,0.38293952,0.4869748,-0.10301132,0.56974024,-0.47965294,0.48444578,0.029551264,0.70546836,-0.09938879,0.037978265,-0.49662995,0.29896966,-4.335490335542994e-13,1.637947246946651e-13,0.0009424787559275671,0.0029955617288912606,-0.14198367658813105,-5.849543320324509e-12,2.491831419134814e-14,-7.021575521688578e-15,0.0009424787559275671,0.0029955617288912606,-0.14198367658813105,4.588981291300362e-13
2,-0.29818285,0.091077976,-0.09425106,-0.003980049,0.010382054,-0.9999382,0.0,0.0,0.0,0.017056493,0.014911993,-0.0047958493,0.028859258,-0.060204804,0.020370299,-0.02425464,0.015108487,0.0054513216,0.01685214,-0.06916642,-0.0060144956,0.17214207,0.07709845,-0.08235678,0.1278116,-0.32233354,0.2626665,0.05539441,0.08580708,-0.043202166,0.025891576,-0.32461414,0.24794374,0.32347363,-0.058182567,-0.11080927,0.5764755,-0.31631196,0.9952358,-0.033121556,0.692366,-0.099617496,0.0933422,-0.3331874,1.2961068,-500.0,-276.10389163217235,500.0,-500.0,500.0,-500.0,-500.0,-242.073887341995,297.9985906334768,-500.0,500.0,-500.0
3,0.048296504,-0.19712576,0.19066392,-0.006547507,0.013413933,-0.9998886,0.0,0.0,0.0,0.018780516,0.013839225,0.0003668666,0.030707717,-0.06664628,0.015150656,-0.04360735,0.018727388,0.0055217147,0.019400954,-0.07083428,0.0025437016,-0.10493314,-0.046874892,0.102025926,-0.06243924,0.16229282,-0.2219853,-0.18881963,-0.025081912,0.05387191,-0.0072060796,0.2081093,-0.12134059,0.16409524,0.30722964,-0.083958596,0.41386226,-0.3990994,-0.33621436,-0.12854908,1.061022,-0.06289686,0.0010260902,-0.32058197,-0.50332475,500.0,364.165310519363,-500.0,500.0,-500.0,500.0,500.0,371.7920768912093,-500.0,-410.55400286336317,-500.0,500.0
4,-0.33443522,0.095135994,-0.12345621,-0.007423917,0.021328377,-0.99974495,0.0,0.0,0.0,0.03231077,0.019019999,-0.0007789135,0.04208243,-0.089586616,0.027809355,-0.04682046,0.029139046,0.0027551055,0.027319908,-0.073688805,0.023189614,0.18458758,0.066527575,-0.07866519,0.12972686,-0.30791858,0.25912946,0.100420535,0.097722344,-0.08110062,0.097422294,-0.19224155,0.28104845,0.28997034,0.0008414015,-0.25785515,0.675991,-0.32861185,0.9026441,-0.06613539,0.61545753,-0.121369764,-0.11642733,-0.18141712,1.220618,-500.0,-500.0,500.0,-500.0,500.0,-500.0,-500.0,-500.0,500.0,-315.5214735040426,500.0,-500.0
5,0.026394673,-0.19653967,0.19799584,-0.010502349,0.025625875,-0.99961644,0.0,0.0,0.0,0.03423276,0.017002134,0.00534755,0.046664357,-0.092253625,0.02086626,-0.061568648,0.03228481,0.009780645,0.0276376,-0.05109197,0.01784154,-0.10862203,-0.053345244,0.10304214,-0.042326603,0.1865365,-0.23314631,-0.1905666,-0.030158883,0.10934776,-0.06080404,0.31015083,-0.23079729,0.17780827,0.34197012,-0.094290465,0.42538443,-0.351205,-0.4609394,-0.10765079,1.0044605,-0.09953293,-0.10283069,-0.2099808,-0.51366055,500.0,500.0,-500.0,500.0,-500.0,500.0,500.0,500.0,-500.0,422.2322505554974,-500.0,500.0
6,-0.5618259,-0.18039066,-0.5264781,-0.010903105,0.036893148,-0.9992597,0.0,0.0,0.0,0.06643076,0.03194998,0.00027167797,0.06610906,-0.12617433,0.01706191,-0.04673062,0.04672791,0.0053896904,0.037848234,-0.06381768,0.010644201,0.41042277,0.20758668,0.04692402,0.13383658,-0.2121524,-0.32517067,0.20347464,0.18750305,0.016767979,0.036621,-0.15975495,-0.37215656,0.2269413,-0.3452959,-0.19704594,0.56202775,-0.0919957,0.91366625,-0.10682183,0.54690856,-0.17531559,-0.036760855,-0.07317001,1.5341208,-500.0,-500.0,500.0,-500.0,500.0,-500.0,-500.0,-500.0,500.0,-500.0,500.0,-500.0
7,-0.13416849,-0.06643079,-0.13039462,-0.009344936,0.04011579,-0.99915135,0.0,0.0,0.0,0.07584879,0.033051237,0.0014474392,0.06701505,-0.10807109,0.012013141,-0.0428013,0.048896663,-0.0022491217,0.037935257,-0.03686732,0.0057899524,0.1533488,0.000258489,0.073319696,-0.06487587,0.28275117,0.17785351,-0.08668273,0.05267356,0.03883353,-0.0699259,0.32794845,0.17158757,-0.0961054,0.19197977,0.05804099,-0.035600543,-0.12064122,0.18098585,-0.58689356,0.61472714,-0.41431668,0.0333069,-0.066133834,0.12596337,500.0,484.66136209447785,500.0,102.47216463968422,40.367393442557244,-293.62328453378296,67.65615527561559,429.5436650445524,-61.76679119364636,-118.28766524758238,-2.903608179602779,-312.6375216796761
8,-0.11992701,-0.14824769,0.1766187,-0.016087454,0.0439913,-0.9989024,0.0,0.0,0.0,0.010782646,0.038777385,0.017977,0.075408936,-0.11778498,-0.0616638,-0.033907745,0.058142386,0.004875362,0.04585111,-0.0899663,-0.01942771,-0.58017963,0.046619944,0.10896708,0.040982764,-0.04379766,-0.39964166,-0.012588582,0.102969445,0.035827827,0.06491382,-0.36928016,-0.062019832,0.11549272,-0.144079,-0.120493166,0.5573228,-0.17933862,0.2909948,-0.1720195,0.7521519,-0.25964367,0.14501436,-0.07780406,0.5596832,500.0,100.48959636957446,500.0,-500.0,500.0,500.0,-500.0,397.71046177198593,500.0,-500.0,500.0,500.0
